id,label
147,0.142270
148,0.308911
149,0.359021
150,0.116874
151,0.087952
152,0.104223
153,0.014269
154,0.031604
155,0.347593
156,0.201086
157,0.163762
158,0.129512
159,0.303797
160,0.314180
161,0.092493
162,0.318218
163,0.001809
164,0.323034
165,0.361926
166,0.335117
167,0.057326
168,0.346775
169,0.135914
170,0.150438
171,0.215532
172,0.262189
173,0.109077
174,0.364723
175,0.207143
176,0.355108
177,0.015316
178,0.342356
179,0.352335
180,0.353977
181,0.326136
182,0.218836
183,0.338088
184,0.110209
185,0.218136
186,0.207023
187,0.278930
188,0.006273
189,0.367138
190,0.008642
191,0.238010
192,0.279021
193,0.270479
194,0.026686
195,0.011351
196,0.171506
197,0.351527
198,0.345690
199,0.007399
200,0.153290
201,0.419694
202,0.084297
203,0.405685
204,0.250764
205,0.290684
206,0.331185
207,0.335767
208,0.049402
209,0.056030
210,0.079334
211,0.127938
212,0.051080
213,0.252863
214,0.341196
215,0.186545
216,0.292338
217,0.191527
218,0.086082
219,0.252439
220,0.005470
221,0.284838
222,0.197348
223,0.246284
224,0.235952
225,0.203254
226,0.359483
227,0.378231
228,0.260020
229,0.137501
230,0.009321
231,0.022528
232,0.302086
233,0.256543
234,0.209297
235,0.030243
236,0.030353
237,0.224622
238,0.235526
239,0.163441
240,0.301271
241,0.166025
242,0.354864
243,0.138512
244,0.075402
245,0.389479
246,0.266908
247,0.301311
248,0.225024
249,0.320112
250,0.288698
251,0.253035
252,0.228014
253,0.083982
254,0.362681
255,0.050648
256,0.236884
257,0.284874
258,0.191620
259,0.199472
260,0.047850
261,0.327367
262,0.289365
263,0.209288
264,0.165708
265,0.146993
266,0.281569
267,0.380920
268,0.210331
269,0.354118
270,0.139092
271,0.003458
272,0.165771
273,0.374098
274,0.417555
275,0.333726
276,0.012823
277,0.151008
278,0.261176
279,0.364623
280,0.004574
281,0.364811
282,0.280129
283,0.150610
284,0.099459
285,0.231469
286,0.326085
287,0.114361
288,0.350529
289,0.337024
290,0.283887
291,0.383547
292,0.329798
293,0.191224
294,0.129602
295,0.055198
296,0.124312
297,0.128101
298,0.100651
299,0.044100
300,0.159440
301,0.354251
302,0.286822
303,0.244141
304,0.042704
305,0.349121
306,0.342196
307,0.294145
308,0.176385
309,0.391841
310,0.059630
311,0.236369
312,0.125312
313,0.370983
314,0.168265
315,0.199847
316,0.411543
317,0.093020
318,0.178130
319,0.316901
320,0.220997
321,0.026319
322,0.261382
323,0.325873
324,0.130370
325,0.045196
326,0.251316
327,0.185452
328,0.167916
329,0.407080
330,0.225554
331,0.212076
332,0.042220
333,0.205786
334,0.114586
335,0.239179
336,0.006998
337,0.096620
338,0.181658
339,0.004627
340,0.199551
341,0.220936
342,0.183771
343,0.093530
344,0.342701
345,0.265149
346,0.033988
347,0.115909
348,0.440595
349,0.055351
350,0.123547
351,0.117831
352,0.276482
353,0.164138
354,0.019749
355,0.001451
356,0.322859
357,0.214720
358,0.260234
359,0.454915
360,0.308997
361,0.346977
362,0.269560
363,0.017907
364,0.373873
365,0.352022
366,0.298175
367,0.246038
368,0.445755
369,0.172394
370,0.038897
371,0.001344
372,0.236987
373,0.026567
374,0.327965
375,0.372824
376,0.311282
377,0.127942
378,0.035931
379,0.194902
380,0.389367
381,0.168001
382,0.039017
383,0.200272
384,0.414838
385,0.012670
386,0.291468
387,0.225938
388,0.216103
389,0.367884
390,0.355807
391,0.342720
392,0.308061
393,0.364224
394,0.035488
395,0.196392
396,0.091942
397,0.317179
398,0.143950
399,0.290718
400,0.349491
401,0.311282
402,0.093588
403,0.176455
404,0.168667
405,0.289425
406,0.296764
407,0.165753
408,0.154142
409,0.303613
410,0.338495
411,0.114967
412,0.153536
413,0.008723
414,0.233197
415,0.306417
416,0.238401
417,0.267422
418,0.366247
419,0.197297
420,0.314561
421,0.154300
422,0.157063
423,0.159810
424,0.043671
425,0.140815
426,0.252451
427,0.230445
428,0.179732
429,0.341474
430,0.330771
431,0.254099
432,0.225277
433,0.249785
434,0.188711
435,0.252717
436,0.272312
437,0.038012
438,0.412378
439,0.434436
440,0.089595
441,0.316876
442,0.071598
443,0.164488
444,0.271855
445,0.253243
446,0.331403
447,0.363930
448,0.169694
449,0.133172
450,0.225405
451,0.338033
452,0.196843
453,0.355398
454,0.339043
455,0.102664
456,0.152348
457,0.177306
458,0.048848
459,0.217894
460,0.279862
461,0.387509
462,0.272622
463,0.226369
464,0.248613
465,0.352756
466,0.396901
467,0.322805
468,0.274407
469,0.140061
470,0.012972
471,0.216286
472,0.043383
473,0.024073
474,0.309723
475,0.052221
476,0.365019
477,0.161521
478,0.189336
479,0.174487
480,0.227360
481,0.317985
482,0.201127
483,0.254647
484,0.279497
485,0.024344
486,0.247569
487,0.024494
488,0.124727
489,0.163513
490,0.012405
491,0.362355
492,0.201774
493,0.011706
494,0.343793
495,0.364671
496,0.311599
497,0.084504
498,0.019473
499,0.271041
500,0.208022
501,0.358438
502,0.152652
503,0.336484
504,0.197809
505,0.186884
506,0.258411
507,0.341149
508,0.276986
509,0.105620
510,0.004708
511,0.320672
512,0.199277
513,0.180738
514,0.165025
515,0.301805
516,0.264861
517,0.015072
518,0.088774
519,0.320177
520,0.361257
521,0.163725
522,0.099492
523,0.004820
524,0.382117
525,0.362544
526,0.276240
527,0.302644
528,0.302392
529,0.344841
530,0.309638
531,0.055833
532,0.282275
533,0.331608
534,0.252797
535,0.003920
536,0.188954
537,0.265383
538,0.359124
539,0.362244
540,0.131766
541,0.284598
542,0.258813
543,0.177963
544,0.100431
545,0.340773
546,0.194309
547,0.381954
548,0.158337
549,0.003772
550,0.087342
551,0.264146
552,0.318124
553,0.371201
554,0.260429
555,0.390082
556,0.374826
557,0.081928
558,0.355098
559,0.367390
560,0.168579
561,0.251549
562,0.330019
563,0.348669
564,0.394869
565,0.013040
566,0.247606
567,0.245869
568,0.081366
569,0.372350
570,0.166345
571,0.208248
572,0.152503
573,0.215640
574,0.219769
575,0.247196
576,0.039233
577,0.001920
578,0.352834
579,0.353225
580,0.048848
581,0.014400
582,0.145476
583,0.050648
584,0.141700
585,0.396026
586,0.275040
587,0.307458
588,0.363341
589,0.032015
590,0.065679
591,0.089389
592,0.345173
593,0.321286
594,0.252554
595,0.362658
596,0.230445
597,0.222748
598,0.371752
599,0.371982
600,0.404350
601,0.228780
602,0.283131
603,0.032782
604,0.261092
605,0.223465
606,0.042176
607,0.204076
608,0.173849
609,0.323652
610,0.279871
611,0.191782
612,0.155027
613,0.310323
614,0.232944
615,0.231313
616,0.185804
617,0.062681
618,0.274874
619,0.165722
620,0.333453
621,0.353464
622,0.143975
623,0.246730
624,0.214384
625,0.354815
626,0.328846
627,0.274952
628,0.367782
629,0.375841
630,0.315753
631,0.196689
632,0.237907
633,0.295733
634,0.320768
635,0.302929
636,0.362068
637,0.163777
638,0.257400
639,0.293560
640,0.064608
641,0.463308
642,0.347571
643,0.421046
644,0.238830
645,0.127129
646,0.232834
647,0.085765
648,0.389495
649,0.232831
650,0.345567
651,0.318398
652,0.027767
653,0.037073
654,0.318218
655,0.308093
656,0.276235
657,0.356974
658,0.188923
659,0.250832
660,0.152133
661,0.011881
662,0.027355
663,0.168746
664,0.230621
665,0.008813
666,0.193350
667,0.308122
668,0.167122
669,0.125269
670,0.007504
671,0.300661
672,0.239144
673,0.172316
674,0.255126
675,0.178112
676,0.222178
677,0.006951
678,0.094908
679,0.245969
680,0.369566
681,0.025128
682,0.306135
683,0.340853
684,0.368318
685,0.291390
686,0.398502
687,0.370918
688,0.073394
689,0.365380
690,0.065285
691,0.158500
692,0.052640
693,0.370588
694,0.241824
695,0.206870
696,0.015694
697,0.086028
698,0.168749
699,0.023279
700,0.324238
701,0.122747
702,0.280101
703,0.391775
704,0.190936
705,0.102194
706,0.148666
707,0.177129
708,0.121853
709,0.472648
710,0.308973
711,0.004560
712,0.339105
713,0.331567
714,0.220437
715,0.436899
716,0.166353
717,0.300680
718,0.139375
719,0.342736
720,0.312035
721,0.271935
722,0.180186
723,0.351198
724,0.001749
725,0.183426
726,0.367725
727,0.234849
728,0.146564
729,0.376792
730,0.027128
731,0.394228
732,0.349665
733,0.472147
734,0.392153
735,0.204734
736,0.113266
737,0.223929
738,0.364223
739,0.357515
740,0.244976
741,0.013910
742,0.340853
743,0.254022
744,0.273055
745,0.113803
746,0.311410
747,0.035912
748,0.359804
749,0.316547
750,0.278579
751,0.332930
752,0.201612
753,0.010735
754,0.140865
755,0.144604
756,0.334779
757,0.107411
758,0.227252
759,0.285121
760,0.151603
761,0.296300
762,0.405073
763,0.238379
764,0.132909
765,0.396158
766,0.020094
767,0.022442
768,0.107270
769,0.226883
770,0.292711
771,0.012744
772,0.172917
773,0.250220
774,0.119371
775,0.333274
776,0.008788
777,0.275404
778,0.006069
779,0.230678
780,0.233005
781,0.152446
782,0.389533
783,0.343827
784,0.075370
785,0.324040
786,0.313429
787,0.197014
788,0.249159
789,0.203696
790,0.244067
791,0.351631
792,0.033558
793,0.250516
794,0.034830
795,0.350576
796,0.222195
797,0.347991
798,0.331347
799,0.108275
800,0.362084
801,0.261100
802,0.169754
803,0.006063
804,0.090539
805,0.316465
806,0.230241
807,0.040932
808,0.368360
809,0.256526
810,0.053383
811,0.016993
812,0.122189
813,0.103089
814,0.351781
815,0.250949
816,0.347822
817,0.391331
818,0.218321
819,0.096514
820,0.002737
821,0.362737
822,0.214446
823,0.275688
824,0.101712
825,0.181665
826,0.009964
827,0.227858
828,0.138758
829,0.071814
830,0.366911
831,0.257612
832,0.142293
833,0.010498
834,0.225472
835,0.225606
836,0.072105
837,0.202019
838,0.353390
839,0.355531
840,0.263760
841,0.033836
842,0.031512
843,0.432465
844,0.035009
845,0.218967
846,0.223768
847,0.025123
848,0.026513
849,0.246361
850,0.219616
851,0.160663
852,0.403834
853,0.018980
854,0.299319
855,0.058844
856,0.339615
857,0.233832
858,0.212321
859,0.303666
860,0.184288
861,0.234672
862,0.329649
863,0.124577
864,0.206202
865,0.163513
866,0.170348
867,0.364665
868,0.181338
869,0.223453
870,0.060953
871,0.083702
872,0.267418
873,0.086744
874,0.203475
875,0.330976
876,0.351007
877,0.030080
878,0.025925
879,0.357269
880,0.347263
881,0.339627
882,0.103296
883,0.365885
884,0.273191
885,0.215061
886,0.356348
887,0.264763
888,0.338952
889,0.442604
890,0.252678
891,0.187792
892,0.294861
893,0.158343
894,0.219589
895,0.084937
896,0.020073
897,0.005116
898,0.343804
899,0.260768
900,0.065135
901,0.294866
902,0.001275
903,0.251883
904,0.019744
905,0.323865
906,0.320177
907,0.366850
908,0.016281
909,0.355443
910,0.250227
911,0.344008
912,0.042966
913,0.291719
914,0.219607
915,0.141847
916,0.122271
917,0.295727
918,0.364397
919,0.228519
920,0.155093
921,0.365650
922,0.343913
923,0.326581
924,0.282964
925,0.225926
926,0.051060
927,0.029092
928,0.246477
929,0.039935
930,0.262634
931,0.162036
932,0.381611
933,0.164846
934,0.233657
935,0.206021
936,0.222673
937,0.087996
938,0.241100
939,0.081814
940,0.145372
941,0.353494
942,0.371784
943,0.035399
944,0.239735
945,0.070879
946,0.251981
947,0.213447
948,0.133631
949,0.226779
950,0.325210
951,0.167043
952,0.267306
953,0.252773
954,0.064824
955,0.158637
956,0.013567
957,0.277397
958,0.236649
959,0.163557
960,0.265541
961,0.266346
962,0.257324
963,0.214338
964,0.306035
965,0.345573
966,0.005929
967,0.152780
968,0.293952
969,0.024511
970,0.164758
971,0.239488
972,0.097600
973,0.356049
974,0.188869
975,0.057957
976,0.264250
977,0.072991
978,0.364450
979,0.238068
980,0.217914
981,0.046549
982,0.015034
983,0.267763
984,0.331396
985,0.276810
986,0.293068
987,0.365511
988,0.204395
989,0.236627
990,0.125230
991,0.468433
992,0.251064
993,0.351095
994,0.348822
995,0.145580
996,0.186404
997,0.242881
998,0.111362
999,0.329682
1000,0.335262
1001,0.330858
1002,0.156341
1003,0.018958
1004,0.211813
1005,0.332106
1006,0.247545
1007,0.327557
1008,0.096319
1009,0.377371
1010,0.181299
1011,0.427232
1012,0.234576
1013,0.368747
1014,0.239466
1015,0.284030
1016,0.366961
1017,0.148962
1018,0.011611
1019,0.020368
1020,0.263957
1021,0.199694
1022,0.135194
1023,0.369641
1024,0.281402
1025,0.069984
1026,0.428581
1027,0.102750
1028,0.068955
1029,0.148580
1030,0.259493
1031,0.086039
1032,0.003466
1033,0.323722
1034,0.033572
1035,0.107381
1036,0.141499
1037,0.340853
1038,0.294889
1039,0.135530
1040,0.205433
1041,0.236832
1042,0.243812
1043,0.233939
1044,0.047674
1045,0.247960
1046,0.326822
1047,0.353557
1048,0.192234
1049,0.263158
1050,0.351502
1051,0.062788
1052,0.001182
1053,0.364597
1054,0.306524
1055,0.314190
1056,0.353834
1057,0.291247
1058,0.387451
1059,0.375218
1060,0.339236
1061,0.151977
1062,0.031088
1063,0.034578
1064,0.462147
1065,0.288567
1066,0.254209
1067,0.075639
1068,0.355682
1069,0.370326
1070,0.232583
1071,0.232799
1072,0.046086
1073,0.155483
1074,0.412093
1075,0.341359
1076,0.283474
1077,0.129418
1078,0.253580
1079,0.343025
1080,0.012382
1081,0.193720
1082,0.335178
1083,0.352894
1084,0.317764
1085,0.044195
1086,0.177200
1087,0.366280
1088,0.354741
1089,0.041159
1090,0.311701
1091,0.327396
1092,0.363439
1093,0.209406
1094,0.378983
1095,0.142993
1096,0.307831
1097,0.321849
1098,0.249849
1099,0.011001
1100,0.247798
1101,0.228974
1102,0.347737
1103,0.003241
1104,0.012188
1105,0.110414
1106,0.302981
1107,0.351774
1108,0.016160
1109,0.149666
1110,0.164977
1111,0.367598
1112,0.249518
1113,0.185246
1114,0.300468
1115,0.423439
1116,0.201774
1117,0.284045
1118,0.145582
1119,0.268343
1120,0.366290
1121,0.284561
1122,0.003523
1123,0.314950
1124,0.014342
1125,0.431569
1126,0.356697
1127,0.256653
1128,0.032981
1129,0.037337
1130,0.069352
1131,0.262361
1132,0.365885
1133,0.281766
1134,0.012827
1135,0.330773
1136,0.286555
1137,0.296065
1138,0.082115
1139,0.214876
1140,0.272779
1141,0.419310
1142,0.346757
1143,0.692021
1144,0.347804
1145,0.248258
1146,0.058460
1147,0.103466
1148,0.120917
1149,0.323960
1150,0.100255
1151,0.237453
1152,0.351972
1153,0.011785
1154,0.118931
1155,0.328846
1156,0.344865
1157,0.002516
1158,0.235327
1159,0.416372
1160,0.271582
1161,0.254382
1162,0.006559
1163,0.136316
1164,0.093831
1165,0.231362
1166,0.341590
1167,0.274073
1168,0.020843
1169,0.377824
1170,0.252250
1171,0.356721
1172,0.151888
1173,0.156091
1174,0.355984
1175,0.021196
1176,0.220894
1177,0.313528
1178,0.366817
1179,0.233957
1180,0.278052
1181,0.016634
1182,0.165661
1183,0.429156
1184,0.130425
1185,0.251740
1186,0.149598
1187,0.174744
1188,0.348038
1189,0.400776
1190,0.302989
1191,0.238195
1192,0.057670
1193,0.082036
1194,0.285387
1195,0.186005
1196,0.322248
1197,0.242817
1198,0.136218
1199,0.368716
1200,0.198000
1201,0.286250
1202,0.277569
1203,0.206044
1204,0.346122
1205,0.009574
1206,0.350936
1207,0.291541
1208,0.091151
1209,0.009427
1210,0.185978
1211,0.363589
1212,0.361161
1213,0.202254
1214,0.141631
1215,0.210203
1216,0.193848
1217,0.308725
1218,0.128030
1219,0.361861
1220,0.205411
1221,0.186614
1222,0.227950
1223,0.357640
1224,0.300968
1225,0.190757
1226,0.185875
1227,0.353118
1228,0.344306
1229,0.007538
1230,0.357318
1231,0.037384
1232,0.298919
1233,0.290582
1234,0.414770
1235,0.144244
1236,0.061813
1237,0.357146
1238,0.226022
1239,0.013451
1240,0.359743
1241,0.230784
1242,0.017829
1243,0.095421
1244,0.079953
1245,0.070318
1246,0.023302
1247,0.310206
1248,0.560971
1249,0.196696
1250,0.306336
1251,0.475106
1252,0.127110
1253,0.154775
1254,0.361346
1255,0.350869
1256,0.292651
1257,0.234195
1258,0.343827
1259,0.292745
1260,0.256780
1261,0.186704
1262,0.257061
1263,0.002811
1264,0.323130
1265,0.290657
1266,0.123764
1267,0.404852
1268,0.116377
1269,0.323208
1270,0.238252
1271,0.336666
1272,0.302344
1273,0.325186
1274,0.321312
1275,0.093508
1276,0.192499
1277,0.202200
1278,0.250227
1279,0.351585
1280,0.134552
1281,0.296300
1282,0.336511
1283,0.013548
1284,0.128676
1285,0.384642
1286,0.060641
1287,0.161975
1288,0.062049
1289,0.018434
1290,0.321046
1291,0.357701
1292,0.203540
1293,0.330225
1294,0.213717
1295,0.309240
1296,0.354286
1297,0.383639
1298,0.288862
1299,0.145785
1300,0.261379
1301,0.309916
1302,0.309791
1303,0.033739
1304,0.028484
1305,0.074116
1306,0.084460
1307,0.207807
1308,0.372292
1309,0.262790
1310,0.153627
1311,0.376929
1312,0.314398
1313,0.417619
1314,0.166243
1315,0.185106
1316,0.345061
1317,0.037494
1318,0.137389
1319,0.234512
1320,0.316901
1321,0.345103
1322,0.139642
1323,0.149724
1324,0.190783
1325,0.249478
1326,0.171236
1327,0.446027
1328,0.437314
1329,0.332499
1330,0.188726
1331,0.163127
1332,0.146261
1333,0.034095
1334,0.245871
1335,0.025506
1336,0.173609
1337,0.212906
1338,0.260696
1339,0.350936
1340,0.357022
1341,0.247669
1342,0.273898
1343,0.357136
1344,0.191377
1345,0.118569
1346,0.370770
1347,0.413068
1348,0.213160
1349,0.043368
1350,0.022297
1351,0.262038
1352,0.064158
1353,0.362579
1354,0.230490
1355,0.204473
1356,0.331955
1357,0.154861
1358,0.333188
1359,0.326041
1360,0.213899
1361,0.278574
1362,0.179876
1363,0.337281
1364,0.317343
1365,0.230910
1366,0.045176
1367,0.360178
1368,0.205369
1369,0.144353
1370,0.323394
1371,0.349356
1372,0.258688
1373,0.388032
1374,0.045542
1375,0.180636
1376,0.425245
1377,0.232450
1378,0.199502
1379,0.271128
1380,0.246208
1381,0.001001
1382,0.045432
1383,0.219708
1384,0.297599
1385,0.342712
1386,0.155985
1387,0.335583
1388,0.330046
1389,0.188173
1390,0.099586
1391,0.095409
1392,0.343696
1393,0.164054
1394,0.360300
1395,0.296687
1396,0.011815
1397,0.081722
1398,0.328662
1399,0.020766
1400,0.317555
1401,0.279593
1402,0.175091
1403,0.244208
1404,0.179394
1405,0.451896
1406,0.119439
1407,0.326993
1408,0.266167
1409,0.033589
1410,0.329112
1411,0.005949
1412,0.129448
1413,0.306061
1414,0.321021
1415,0.014897
1416,0.238530
1417,0.173519
1418,0.147246
1419,0.295608
1420,0.021870
1421,0.418755
1422,0.332322
1423,0.347842
1424,0.059431
1425,0.251519
1426,0.229509
1427,0.318179
1428,0.293403
1429,0.362658
1430,0.363685
1431,0.259587
1432,0.069266
1433,0.314791
1434,0.351836
1435,0.158375
1436,0.307389
1437,0.389720
1438,0.373095
1439,0.121329
1440,0.306250
1441,0.250975
1442,0.288372
1443,0.278096
1444,0.153960
1445,0.155860
1446,0.166290
1447,0.240990
1448,0.270198
1449,0.385979
1450,0.198157
1451,0.249864
1452,0.299682
1453,0.158466
1454,0.023920
1455,0.416073
1456,0.178978
1457,0.279581
1458,0.349583
1459,0.194568
1460,0.369591
1461,0.327587
1462,0.141626
1463,0.033499
1464,0.149142
1465,0.328415
1466,0.221027
1467,0.197767
1468,0.347281
1469,0.021486
1470,0.318487
1471,0.116598
1472,0.255422
1473,0.303666
1474,0.278091
1475,0.348634
1476,0.426974
1477,0.258744
1478,0.335303
1479,0.089595
1480,0.021410
1481,0.251891
1482,0.060071
1483,0.014919
1484,0.003269
1485,0.285514
1486,0.289369
1487,0.359018
1488,0.358148
1489,0.188744
1490,0.026919
1491,0.362900
1492,0.159683
1493,0.356764
1494,0.004016
1495,0.265941
1496,0.141040
1497,0.352417
1498,0.134378
1499,0.044979
1500,0.002710
1501,0.246481
1502,0.255603
1503,0.037592
1504,0.315480
1505,0.344227
1506,0.324663
1507,0.370260
1508,0.273425
1509,0.187309
1510,0.176869
1511,0.316465
1512,0.406299
1513,0.093080
1514,0.137046
1515,0.316465
1516,0.008548
1517,0.052703
1518,0.149174
1519,0.179118
1520,0.178374
1521,0.368446
1522,0.316121
1523,0.384396
1524,0.179005
1525,0.351648
1526,0.355698
1527,0.279864
1528,0.247042
1529,0.182185
1530,0.032625
1531,0.209101
1532,0.351591
1533,0.028284
1534,0.305004
1535,0.127940
1536,0.330366
1537,0.359524
1538,0.253910
1539,0.336227
1540,0.175051
1541,0.291667
1542,0.005528
1543,0.282710
1544,0.277833
1545,0.066577
1546,0.169850
1547,0.228000
1548,0.017039
1549,0.296323
1550,0.090959
1551,0.022938
1552,0.120169
1553,0.127139
1554,0.234173
1555,0.123484
1556,0.322871
1557,0.355909
1558,0.313429
1559,0.391841
1560,0.256764
1561,0.657528
1562,0.411874
1563,0.158391
1564,0.345733
1565,0.057670
1566,0.244577
1567,0.324122
1568,0.460565
1569,0.028105
1570,0.220843
1571,0.245047
1572,0.241491
1573,0.063575
1574,0.172674
1575,0.027013
1576,0.318386
1577,0.383855
1578,0.079093
1579,0.285158
1580,0.258619
1581,0.089094
1582,0.187504
1583,0.018504
1584,0.332225
1585,0.211867
1586,0.250761
1587,0.157167
1588,0.116181
1589,0.240876
1590,0.270596
1591,0.407331
1592,0.238714
1593,0.170312
1594,0.011502
1595,0.390055
1596,0.239244
1597,0.339304
1598,0.012603
1599,0.335818
1600,0.109077
1601,0.040738
1602,0.337418
1603,0.171426
1604,0.275333
1605,0.326050
1606,0.135595
1607,0.463940
1608,0.226883
1609,0.321571
1610,0.181588
1611,0.193499
1612,0.195258
1613,0.089453
1614,0.349263
1615,0.261245
1616,0.164833
1617,0.167864
1618,0.146063
1619,0.055858
1620,0.234858
1621,0.265765
1622,0.151912
1623,0.369062
1624,0.258035
1625,0.256015
1626,0.037562
1627,0.031729
1628,0.090595
1629,0.436188
1630,0.364335
1631,0.113103
1632,0.280821
1633,0.271193
1634,0.190113
1635,0.398001
1636,0.156177
1637,0.201122
1638,0.042004
1639,0.193537
1640,0.182912
1641,0.359682
1642,0.403536
1643,0.357788
1644,0.325473
1645,0.226040
1646,0.332497
1647,0.223348
1648,0.285603
1649,0.293525
1650,0.010504
1651,0.276005
1652,0.300680
1653,0.021241
1654,0.241615
1655,0.244416
1656,0.194338
1657,0.413455
1658,0.259757
1659,0.003201
1660,0.005808
1661,0.261428
1662,0.278944
1663,0.344030
1664,0.338842
1665,0.182192
1666,0.294546
1667,0.039528
1668,0.179950
1669,0.034324
1670,0.026594
1671,0.027790
1672,0.349151
1673,0.234144
1674,0.444425
1675,0.159778
1676,0.359679
1677,0.335502
1678,0.192242
1679,0.051060
1680,0.370315
1681,0.004128
1682,0.258237
1683,0.272507
1684,0.057091
1685,0.011167
1686,0.263059
1687,0.135464
1688,0.090053
1689,0.073022
1690,0.365439
1691,0.065133
1692,0.003097
1693,0.005356
1694,0.083238
1695,0.124110
1696,0.185926
1697,0.027435
1698,0.152718
1699,0.189111
1700,0.228498
1701,0.211322
1702,0.440908
1703,0.132854
1704,0.082321
1705,0.305071
1706,0.221993
1707,0.372734
1708,0.296106
1709,0.367662
1710,0.306137
1711,0.190529
1712,0.229124
1713,0.230735
1714,0.394697
1715,0.312532
1716,0.414478
1717,0.367378
1718,0.116870
1719,0.028567
1720,0.372604
1721,0.365032
1722,0.336511
1723,0.048537
1724,0.047373
1725,0.236621
1726,0.128133
1727,0.347822
1728,0.001653
1729,0.302986
1730,0.323239
1731,0.004237
1732,0.348572
1733,0.381286
1734,0.218673
1735,0.220375
1736,0.435396
1737,0.197490
1738,0.297963
1739,0.107772
1740,0.355173
1741,0.308726
1742,0.332999
1743,0.385892
1744,0.003461
1745,0.001204
1746,0.349126
1747,0.343451
1748,0.024737
1749,0.215226
1750,0.247825
1751,0.352097
1752,0.274324
1753,0.352725
1754,0.029109
1755,0.253311
1756,0.309620
1757,0.019298
1758,0.305257
1759,0.253505
1760,0.209880
1761,0.017275
1762,0.360134
1763,0.313789
1764,0.331515
1765,0.319466
1766,0.284558
1767,0.004239
1768,0.495454
1769,0.007835
1770,0.370749
1771,0.303953
1772,0.060409
1773,0.184689
1774,0.272736
1775,0.195262
1776,0.043059
1777,0.298304
1778,0.268745
1779,0.251402
1780,0.225813
1781,0.208510
1782,0.380291
1783,0.296566
1784,0.303591
1785,0.048760
1786,0.203995
1787,0.323780
1788,0.031953
1789,0.220955
1790,0.351884
1791,0.347975
1792,0.209936
1793,0.195900
1794,0.316121
1795,0.357007
1796,0.370736
1797,0.181621
1798,0.275036
1799,0.365249
1800,0.194267
1801,0.366524
1802,0.008046
1803,0.267130
1804,0.131558
1805,0.248909
1806,0.210165
1807,0.140700
1808,0.101049
1809,0.204333
1810,0.100343
1811,0.016680
1812,0.284241
1813,0.298091
1814,0.395724
1815,0.281698
1816,0.181217
1817,0.026972
1818,0.021469
1819,0.219708
1820,0.345428
1821,0.175821
1822,0.074177
1823,0.377939
1824,0.140894
1825,0.365543
1826,0.214023
1827,0.225822
1828,0.388561
1829,0.124882
1830,0.400259
1831,0.411076
1832,0.348298
1833,0.234415
1834,0.232067
1835,0.205641
1836,0.002364
1837,0.177322
1838,0.274855
1839,0.274553
1840,0.158291
1841,0.191794
1842,0.231058
1843,0.200181
1844,0.217667
1845,0.295435
1846,0.051330
1847,0.058749
1848,0.003028
1849,0.290359
1850,0.245212
1851,0.038909
1852,0.165563
1853,0.233449
1854,0.218887
1855,0.190564
1856,0.337624
1857,0.002734
1858,0.293156
1859,0.313604
1860,0.260786
1861,0.015521
1862,0.127684
1863,0.342732
1864,0.105946
1865,0.107257
1866,0.323080
1867,0.302630
1868,0.168749
1869,0.328774
1870,0.165758
1871,0.143309
1872,0.244486
1873,0.154195
