id,price_doc
30745,6741695.0
30746,5697730.5
30747,20545576.0
30748,14985326.0
30749,4287531.0
30750,7005662.0
30751,3386157.75
30752,10001408.0
30753,9594105.0
30754,4643267.0
30755,3319235.75
30756,6565212.0
30757,4683528.5
30758,9627971.0
30759,5869914.5
30760,3313459.25
30761,8205842.5
30762,5899848.0
30763,11984638.0
30764,6628617.5
30765,5619521.0
30766,3743694.75
30767,9445460.0
30768,4673303.5
30769,6233858.5
30770,5603803.0
30771,3409553.75
30772,7482086.0
30773,7551153.5
30774,5394346.5
30775,13637073.0
30776,4327262.0
30777,5862445.5
30778,8807596.0
30779,6253847.0
30780,7679414.5
30781,7003141.0
30782,4588089.5
30783,5146619.0
30784,3648205.0
30785,4346442.5
30786,4131659.5
30787,7058888.0
30788,5961798.0
30789,6309629.0
30790,6243855.5
30791,8607824.0
30792,6543035.5
30793,8919778.0
30794,11970979.0
30795,7907393.0
30796,10954849.0
30797,16496158.0
30798,3172835.25
30799,8263253.5
30800,13120524.0
30801,5565203.5
30802,23955252.0
30803,3773103.25
30804,4271804.5
30805,14037413.0
30806,6595815.5
30807,5443053.5
30808,11223558.0
30809,5242142.5
30810,8369557.5
30811,4245659.0
30812,4391099.5
30813,4913827.5
30814,3172835.25
30815,4131925.25
30816,7781354.5
30817,3172835.25
30818,7461558.0
30819,6811707.0
30820,4961108.5
30821,10987830.0
30822,10556150.0
30823,6757491.5
30824,3904590.5
30825,5299918.0
30826,8631408.0
30827,4888783.0
30828,5533443.5
30829,5128492.0
30830,9551413.0
30831,6658257.5
30832,5315774.0
30833,4923038.0
30834,4177978.5
30835,5769019.0
30836,6385046.5
30837,5954425.0
30838,4448721.5
30839,6171595.0
30840,10662544.0
30841,9643881.0
30842,7050982.5
30843,5190782.5
30844,7153541.5
30845,8079392.0
30846,4236505.0
30847,4994705.5
30848,8158214.0
30849,4506942.5
30850,3827456.75
30851,4509602.0
30852,5926230.5
30853,3987160.25
30854,4287738.5
30855,7091422.5
30856,7226416.0
30857,3172835.25
30858,4141413.25
30859,5474090.0
30860,5106955.5
30861,6633782.5
30862,5838661.0
30863,5735933.0
30864,5841297.5
30865,8724298.0
30866,5971194.5
30867,5892978.0
30868,7690447.5
30869,5937938.0
30870,5494512.0
30871,7894078.0
30872,4706719.0
30873,3900710.0
30874,3948908.25
30875,6409647.0
30876,5247117.0
30877,9195833.0
30878,4816120.0
30879,12471297.0
30880,5621875.0
30881,3172835.25
30882,8747422.0
30883,3931450.0
30884,4942387.5
30885,4402851.0
30886,8597870.0
30887,4746103.0
30888,4648570.0
30889,3989097.75
30890,6821275.5
30891,3681820.0
30892,3809858.75
30893,4189963.25
30894,5036873.5
30895,4229927.5
30896,7857481.0
30897,8106324.5
30898,7558162.5
30899,6517286.5
30900,4343168.5
30901,5384388.0
30902,3172835.25
30903,7826746.5
30904,7071772.5
30905,4876038.0
30906,4594074.0
30907,11032709.0
30908,4743454.5
30909,12958437.0
30910,8560595.0
30911,3894837.0
30912,6478237.0
30913,12555939.0
30914,4709939.0
30915,6461724.0
30916,4901006.0
30917,11291269.0
30918,6323629.5
30919,3266521.75
30920,4699507.0
30921,3900979.5
30922,5186137.0
30923,3823403.0
30924,4662891.5
30925,12260226.0
30926,9205835.0
30927,8339581.5
30928,4752281.5
30929,4731110.5
30930,8393003.0
30931,9315961.0
30932,4857405.5
30933,5072738.5
30934,10810378.0
30935,7250251.5
30936,6324480.0
30937,9530506.0
30938,3205014.25
30939,9233286.0
30940,7296134.5
30941,6141728.5
30942,4138952.75
30943,5506411.0
30944,4627470.5
30945,3264218.25
30946,12124508.0
30947,6874401.5
30948,7003656.0
30949,6362445.5
30950,5286410.5
30951,18237242.0
30952,7437786.5
30953,7943868.5
30954,4684674.0
30955,5590105.0
30956,10137783.0
30957,5355037.5
30958,21994772.0
30959,7584199.5
30960,6466366.5
30961,7000596.0
30962,9445509.0
30963,4048287.0
30964,4297917.0
30965,7113131.0
30966,10989159.0
30967,8261760.0
30968,3732127.75
30969,3854904.5
30970,5731699.0
30971,8957398.0
30972,3963137.25
30973,4033192.25
30974,4815358.5
30975,7470969.5
30976,5341574.5
30977,6994012.0
30978,8475814.0
30979,3771583.25
30980,6258621.0
30981,5191703.5
30982,6671792.0
30983,4313663.0
30984,5004664.5
30985,3845413.75
30986,9634884.0
30987,7680868.5
30988,5196155.5
30989,6602109.5
30990,11776433.0
30991,7128941.5
30992,3172835.25
30993,6337006.0
30994,4516466.0
30995,6026349.0
30996,5834322.0
30997,6950529.5
30998,5078399.5
30999,5346375.0
31000,7054667.5
31001,5827874.5
31002,8779120.0
31003,6486786.5
31004,4204846.0
31005,3207123.75
31006,8045688.5
31007,4025542.25
31008,4850826.0
31009,6288216.0
31010,6234362.0
31011,3896058.75
31012,5134952.5
31013,7411975.0
31014,7063159.5
31015,5001356.0
31016,3858846.25
31017,9056854.0
31018,4728552.5
31019,4491887.0
31020,7044639.0
31021,11426354.0
31022,21783302.0
31023,9428443.0
31024,4711726.5
31025,6199263.0
31026,5637323.5
31027,4315454.0
31028,4575725.5
31029,6826041.5
31030,6909385.5
31031,8858628.0
31032,9846654.0
31033,7156757.5
31034,6765557.5
31035,9291284.0
31036,8143099.5
31037,23747670.0
31038,4031774.75
31039,7583205.5
31040,5747100.0
31041,4367775.5
31042,4026913.25
31043,5826720.0
31044,8301584.5
31045,7410048.5
31046,10055197.0
31047,7679291.0
31048,5134609.0
31049,5938832.0
31050,8002998.0
31051,6622573.5
31052,3824392.0
31053,15674849.0
31054,6973913.5
31055,4554203.5
31056,11762714.0
31057,5588971.0
31058,6757904.5
31059,3174596.0
31060,6677023.0
31061,6033123.5
31062,6017764.0
31063,3852264.0
31064,4857144.0
31065,7646911.5
31066,4357078.5
31067,7331816.5
31068,4126625.5
31069,4787074.5
31070,5167208.0
31071,3660245.25
31072,6737897.0
31073,3172835.25
31074,6486404.5
31075,19632846.0
31076,4679522.5
31077,5700348.0
31078,3937470.75
31079,4574791.0
31080,7427480.0
31081,3172835.25
31082,9429802.0
31083,5193264.5
31084,9078780.0
31085,11423434.0
31086,3842492.0
31087,4564728.0
31088,7132765.5
31089,6095924.5
31090,24635032.0
31091,3967545.5
31092,7379970.5
31093,5855495.0
31094,5487396.5
31095,5153293.5
31096,13439364.0
31097,8950661.0
31098,8791997.0
31099,24724750.0
31100,4465845.0
31101,4063396.5
31102,5405591.0
31103,9420243.0
31104,4763405.5
31105,7140764.5
31106,3968182.0
31107,7110574.0
31108,6294337.5
31109,4985334.0
31110,8891175.0
31111,10770566.0
31112,5333917.5
31113,3531078.75
31114,4682300.5
31115,5785353.5
31116,4909008.5
31117,5416996.5
31118,3940237.25
31119,3915721.25
31120,4555058.0
31121,5616815.0
31122,4776801.5
31123,4800865.0
31124,5434685.0
31125,11748352.0
31126,17112036.0
31127,6007109.5
31128,5279599.0
31129,5479924.0
31130,11603956.0
31131,7382439.5
31132,10404539.0
31133,8730025.0
31134,6882135.5
31135,8880600.0
31136,7265177.0
31137,5408352.5
31138,5784468.5
31139,4371943.5
31140,5990592.0
31141,5758402.5
31142,9214784.0
31143,5284438.5
31144,4122317.0
31145,5092192.0
31146,5355530.0
31147,10548073.0
31148,5855252.5
31149,3172835.25
31150,8187856.0
31151,4757048.0
31152,8244494.0
31153,4530355.5
31154,10503770.0
31155,5516812.5
31156,8722025.0
31157,4479648.5
31158,8749480.0
31159,6288708.5
31160,5969319.5
31161,3971494.5
31162,5001528.5
31163,5063590.0
31164,5151831.5
31165,5607763.0
31166,5426103.5
31167,8873575.0
31168,8426698.0
31169,8547091.0
31170,4875687.0
31171,15693731.0
31172,5421673.0
31173,8464232.0
31174,9674389.0
31175,14275860.0
31176,4840821.5
31177,9154782.0
31178,4145510.75
31179,4157038.5
31180,4140830.25
31181,10126809.0
31182,8857329.0
31183,7607872.5
31184,4248559.5
31185,4255929.5
31186,8448561.0
31187,3516825.75
31188,4676630.5
31189,4300519.5
31190,6820589.0
31191,10081378.0
31192,3281594.75
31193,5781876.0
31194,7511140.0
31195,5658940.0
31196,4326695.0
31197,11273975.0
31198,5146669.0
31199,7322325.0
31200,8965965.0
31201,4449416.5
31202,3993334.0
31203,6187722.0
31204,3645814.25
31205,8267854.0
31206,4765708.5
31207,4476931.0
31208,4313252.5
31209,4009473.5
31210,5810699.0
31211,7024590.0
31212,6066503.5
31213,8742026.0
31214,7398550.0
31215,4670626.0
31216,4990622.5
31217,7568451.0
31218,7589597.5
31219,3722325.75
31220,6763317.0
31221,4149726.5
31222,6004525.0
31223,9195008.0
31224,6093412.0
31225,12459750.0
31226,6529524.5
31227,9031239.0
31228,12198075.0
31229,4564612.0
31230,5406785.5
31231,4269809.0
31232,7754935.5
31233,7003226.0
31234,7599723.5
31235,5325959.0
31236,5791679.5
31237,8059305.5
31238,7406441.5
31239,12438451.0
31240,5566554.5
31241,6990851.0
31242,6650727.0
31243,4283319.0
31244,6716411.0
31245,7704904.5
31246,7846469.5
31247,4709976.0
31248,6005352.5
31249,9408109.0
31250,6161281.0
31251,6561520.5
31252,5632548.0
31253,7479151.0
31254,4829308.5
31255,9504946.0
31256,5972614.5
31257,4940836.5
31258,7877070.0
31259,11702639.0
31260,6266485.0
31261,23303298.0
31262,4876038.0
31263,5792622.5
31264,4092322.75
31265,13844119.0
31266,6440690.0
31267,3906786.75
31268,4397685.0
31269,6223783.5
31270,4457220.5
31271,5620673.5
31272,13125083.0
31273,6705802.0
31274,4771342.0
31275,4542536.0
31276,5466674.0
31277,4678611.0
31278,13548905.0
31279,13954627.0
31280,6129933.5
31281,7238462.5
31282,11445772.0
31283,5843725.0
31284,3851293.25
31285,4453463.0
31286,7635535.0
31287,9547233.0
31288,3950052.5
31289,6555668.5
31290,5869886.5
31291,5946294.5
31292,3622872.0
31293,6410840.5
31294,4615925.0
31295,16956552.0
31296,9909701.0
31297,7544589.5
31298,3852931.5
31299,9302692.0
31300,5989582.5
31301,5423112.5
31302,4738758.5
31303,6818621.0
31304,6659118.5
31305,8507363.0
31306,3464960.25
31307,6716056.5
31308,6809248.5
31309,9430869.0
31310,32538580.0
31311,5409517.5
31312,4573537.5
31313,7792634.0
31314,7146346.0
31315,9552128.0
31316,10664201.0
31317,16585038.0
31318,7962235.5
31319,7250250.0
31320,5118375.5
31321,7752134.0
31322,6835802.0
31323,8679231.0
31324,5587749.5
31325,5976110.0
31326,5107404.5
31327,6396321.0
31328,14924113.0
31329,5150464.5
31330,9852795.0
31331,9103796.0
31332,5597335.0
31333,4610500.0
31334,4015113.25
31335,8063656.0
31336,9354186.0
31337,7380967.5
31338,5291879.5
31339,4850736.0
31340,5147970.5
31341,9330679.0
31342,4839560.5
31343,3888650.5
31344,4576413.0
31345,4913437.5
31346,3865860.5
31347,7380322.0
31348,10259279.0
31349,10102648.0
31350,3624748.0
31351,5069818.5
31352,9504555.0
31353,4242493.0
31354,9103732.0
31355,11297817.0
31356,4210731.5
31357,4937531.5
31358,3185239.5
31359,6341867.5
31360,7471650.5
31361,4567846.5
31362,9683405.0
31363,5512167.5
31364,3365509.5
31365,3814638.25
31366,6222533.5
31367,8177201.5
31368,5309453.5
31369,4778686.5
31370,7329343.0
31371,9774053.0
31372,7584629.5
31373,4681276.0
31374,6471894.5
31375,5638569.0
31376,7340200.5
31377,8410168.0
31378,5341134.5
31379,17093298.0
31380,3837974.75
31381,9456840.0
31382,5149661.0
31383,7848427.0
31384,23664224.0
31385,9759071.0
31386,8145232.5
31387,12246222.0
31388,4991096.5
31389,4276661.0
31390,6590052.5
31391,4532161.5
31392,7499254.5
31393,8216374.0
31394,4173746.25
31395,3944010.75
31396,6929687.5
31397,6816973.5
31398,3846485.0
31399,9382631.0
31400,4491586.0
31401,13803728.0
31402,9637676.0
31403,4976858.5
31404,4190653.0
31405,4273773.5
31406,5369250.0
31407,4135554.75
31408,7006976.5
31409,3941461.25
31410,8419526.0
31411,8422243.0
31412,9746128.0
31413,6435463.5
31414,4137581.25
31415,16885424.0
31416,4997686.0
31417,4714379.0
31418,6679715.0
31419,7519427.5
31420,10174879.0
31421,6166947.5
31422,5659601.0
31423,7475043.0
31424,20895062.0
31425,5485871.0
31426,4813475.0
31427,5235358.0
31428,7137883.5
31429,12010851.0
31430,5613098.0
31431,5072087.5
31432,4725409.5
31433,5019427.5
31434,4283059.5
31435,10243630.0
31436,9759072.0
31437,12041665.0
31438,6467719.5
31439,10256572.0
31440,6163512.0
31441,5919787.5
31442,6929135.5
31443,9311964.0
31444,3182514.75
31445,8681574.0
31446,16819796.0
31447,5791233.5
31448,8725289.0
31449,8103333.0
31450,5961737.0
31451,7804023.0
31452,11696887.0
31453,3873685.0
31454,4649630.0
31455,7507063.0
31456,4857144.0
31457,5103674.0
31458,17586050.0
31459,5617009.0
31460,5049114.5
31461,4502818.0
31462,3898388.25
31463,4880413.5
31464,8661289.0
31465,5012964.0
31466,40365568.0
31467,3684361.0
31468,16238180.0
31469,5264439.5
31470,5675247.5
31471,10126852.0
31472,3172835.25
31473,7156745.5
31474,3369920.75
31475,11390584.0
31476,13071869.0
31477,8425051.0
31478,4692939.0
31479,5059309.5
31480,8717412.0
31481,7261054.5
31482,8592480.0
31483,6818084.5
31484,5547853.0
31485,3417780.0
31486,3474140.25
31487,5016512.0
31488,12225082.0
31489,8274223.0
31490,4328726.0
31491,4874355.5
31492,7486010.5
31493,9120062.0
31494,5330854.5
31495,4987319.5
31496,9423613.0
31497,4819690.0
31498,5189621.0
31499,11348238.0
31500,8686076.0
31501,9314491.0
31502,8219319.5
31503,5630044.5
31504,9798881.0
31505,17265200.0
31506,6824761.5
31507,7057108.0
31508,5954939.5
31509,4919675.0
31510,5136980.5
31511,5312132.5
31512,6590406.0
31513,17374708.0
31514,19538532.0
31515,3172835.25
31516,16119690.0
31517,5260315.5
31518,5834947.0
31519,5663271.0
31520,7694136.0
31521,4468440.0
31522,3946751.25
31523,5889875.0
31524,9250814.0
31525,9999337.0
31526,5848895.5
31527,6020819.0
31528,4789759.0
31529,5319616.0
31530,7622563.5
31531,7599665.0
31532,4963716.0
31533,12188143.0
31534,6823350.0
31535,9262567.0
31536,7609505.5
31537,4072475.75
31538,5472772.5
31539,3852025.75
31540,9048833.0
31541,3177932.25
31542,4952298.0
31543,3924261.0
31544,4812126.0
31545,9433896.0
31546,12530983.0
31547,4812022.5
31548,4225070.0
31549,5249898.5
31550,4713259.5
31551,5437030.0
31552,7196524.5
31553,5693948.0
31554,6810968.5
31555,4287889.5
31556,6875657.0
31557,5318002.5
31558,9612984.0
31559,3173885.0
31560,7087865.5
31561,6551020.0
31562,22008254.0
31563,3999109.25
31564,6669135.5
31565,8797550.0
31566,5193479.5
31567,15967974.0
31568,5939054.5
31569,7233761.0
31570,6374458.0
31571,5388154.5
31572,3874565.5
31573,4823577.5
31574,9439966.0
31575,4787917.5
31576,6565749.5
31577,5028509.0
31578,9517578.0
31579,5451738.0
31580,6391973.0
31581,4743871.5
31582,5902176.0
31583,7847127.5
31584,4607452.0
31585,7339430.5
31586,10380054.0
31587,14675260.0
31588,7683670.0
31589,3685712.25
31590,4568803.5
31591,6041506.5
31592,7282069.0
31593,6362091.0
31594,6462370.0
31595,5306031.5
31596,3800726.0
31597,4611111.5
31598,3489401.25
31599,6012062.0
31600,6100922.0
31601,14644415.0
31602,4797937.5
31603,12145689.0
31604,5946305.0
31605,5049114.5
31606,6678818.0
31607,6866444.0
31608,4889685.5
31609,5594974.0
31610,7519395.5
31611,5340211.5
31612,4610511.0
31613,4798449.0
31614,13698788.0
31615,10111246.0
31616,9516810.0
31617,4483102.0
31618,6483402.5
31619,7573599.0
31620,4110718.75
31621,6218491.0
31622,18492480.0
31623,6153350.0
31624,4567219.0
31625,9147138.0
31626,5228516.0
31627,7379149.5
31628,12442174.0
31629,7819426.0
31630,3977210.0
31631,6176104.0
31632,12777685.0
31633,5030601.5
31634,7000185.5
31635,11442044.0
31636,4718370.5
31637,5012355.5
31638,7482157.0
31639,4008752.0
31640,8634419.0
31641,3722079.5
31642,3197382.75
31643,4877624.0
31644,8593340.0
31645,5138653.5
31646,7925017.0
31647,5282499.5
31648,12327590.0
31649,5315219.0
31650,7061401.0
31651,8450697.0
31652,5552379.0
31653,4833536.0
31654,4893540.5
31655,4215632.0
31656,15013864.0
31657,6241622.0
31658,4576517.5
31659,7428936.0
31660,4528018.5
31661,4608436.0
31662,6220028.5
31663,3933365.5
31664,3976596.25
31665,4259672.5
31666,4296364.5
31667,8689317.0
31668,9254861.0
31669,6779289.5
31670,6205514.5
31671,5095697.5
31672,6934389.5
31673,7301601.5
31674,7032560.0
31675,6992408.5
31676,7062854.0
31677,4587946.0
31678,3720551.75
31679,6786385.0
31680,9229699.0
31681,6583838.0
31682,3207458.0
31683,7279935.5
31684,5240835.0
31685,4065424.25
31686,8965847.0
31687,12643671.0
31688,10751168.0
31689,3904447.25
31690,7341306.5
31691,3922678.75
31692,4669414.0
31693,5195062.5
31694,6093038.5
31695,6444880.0
31696,4178876.75
31697,5131371.5
31698,4048084.0
31699,5126937.0
31700,4420576.5
31701,8151648.0
31702,5268651.5
31703,7767348.5
31704,5311433.5
31705,8256624.0
31706,4867882.0
31707,10579392.0
31708,7280503.5
31709,5175195.5
31710,9626746.0
31711,6653323.0
31712,7338588.0
31713,5150389.5
31714,5088517.0
31715,4670892.0
31716,5316096.0
31717,11008223.0
31718,4707692.5
31719,6266952.0
31720,3863677.5
31721,4400863.5
31722,4759114.0
31723,5449592.0
31724,4656745.0
31725,4729183.5
31726,10694918.0
31727,4480981.0
31728,4885106.5
31729,6585560.5
31730,3637504.5
31731,7945785.0
31732,7640613.0
31733,3433182.75
31734,4805929.5
31735,3185703.0
31736,5586316.5
31737,4459671.5
31738,5854906.5
31739,5427980.0
31740,6637167.0
31741,8601081.0
31742,13955191.0
31743,8645357.0
31744,4640140.0
31745,4056595.25
31746,7456278.0
31747,5270774.0
31748,13314227.0
31749,4997566.0
31750,7599977.5
31751,7970750.5
31752,4099487.75
31753,4243541.5
31754,9210315.0
31755,7946529.5
31756,3173986.75
31757,5623939.5
31758,5536912.5
31759,5784705.5
31760,5483663.0
31761,13537002.0
31762,3173041.25
31763,10437169.0
31764,6173794.0
31765,3816978.5
31766,7618296.0
31767,3773211.0
31768,7292521.5
31769,8553731.0
31770,3340840.25
31771,4013431.0
31772,9525506.0
31773,4830989.5
31774,6140437.5
31775,10020804.0
31776,3172835.25
31777,4015560.25
31778,11044327.0
31779,8024230.5
31780,7268105.0
31781,6949980.0
31782,7373120.0
31783,3604572.0
31784,4214140.0
31785,6072873.5
31786,4657017.5
31787,7721566.0
31788,5186354.5
31789,5512462.0
31790,4309265.0
31791,7600581.0
31792,7042724.5
31793,9452333.0
31794,6087175.0
31795,5332220.5
31796,5141353.5
31797,11832600.0
31798,8565765.0
31799,4603809.0
31800,4934216.0
31801,3815242.5
31802,6243012.0
31803,6727959.5
31804,4712812.5
31805,4045675.75
31806,6345965.5
31807,6666221.5
31808,8173269.5
31809,7214581.0
31810,4263538.0
31811,6552419.5
31812,5478273.5
31813,5784370.5
31814,5388314.0
31815,6186578.0
31816,4834356.5
31817,3822712.75
31818,6158610.0
31819,5547590.0
31820,10295581.0
31821,6953484.5
31822,4716592.0
31823,5083090.5
31824,3999202.5
31825,4443411.0
31826,5088989.0
31827,5523604.5
31828,5345821.0
31829,8006874.5
31830,4887673.0
31831,3771609.0
31832,9001850.0
31833,12986499.0
31834,5986545.0
31835,4492300.5
31836,7345008.5
31837,3868632.25
31838,6269124.5
31839,5600429.5
31840,6384797.0
31841,4720316.0
31842,6753697.5
31843,3894360.25
31844,5513489.5
31845,6947001.0
31846,4593687.0
31847,4483977.5
31848,5252991.0
31849,7725924.5
31850,7132404.5
31851,11030813.0
31852,6093038.5
31853,9113780.0
31854,7057291.5
31855,4365069.5
31856,6834340.0
31857,7471585.5
31858,11438950.0
31859,24979436.0
31860,6852238.0
31861,14375484.0
31862,6710011.0
31863,9357511.0
31864,3787015.5
31865,4095004.25
31866,3172911.25
31867,7051263.0
31868,4550246.0
31869,8716349.0
31870,3586752.75
31871,4686033.0
31872,11875680.0
31873,6345785.5
31874,4388144.0
31875,5717682.0
31876,4560330.0
31877,17427048.0
31878,4487477.0
31879,8308602.5
31880,9167571.0
31881,4776300.5
31882,7571425.5
31883,4434732.0
31884,4926662.0
31885,5047365.0
31886,6397370.5
31887,8321665.5
31888,4522790.5
31889,11508353.0
31890,5026197.5
31891,4155944.5
31892,4510209.5
31893,18554258.0
31894,6652346.5
31895,3427596.75
31896,4275611.0
31897,3563514.5
31898,4591603.0
31899,4069602.0
31900,6130371.0
31901,6518353.0
31902,7365450.0
31903,9052158.0
31904,4637651.0
31905,5785785.5
31906,4496185.0
31907,3980123.25
31908,3870757.25
31909,6058331.0
31910,3974625.0
31911,4358006.5
31912,6997295.0
31913,5906783.5
31914,6032792.5
31915,6852346.5
31916,4235586.0
31917,5047629.5
31918,4602998.5
31919,7006137.5
31920,3682805.25
31921,5292512.5
31922,5167684.0
31923,8783463.0
31924,11579789.0
31925,5932677.0
31926,7894275.5
31927,8629484.0
31928,7467399.0
31929,11981994.0
31930,7228680.5
31931,6418461.5
31932,7493261.5
31933,6815437.0
31934,4948541.5
31935,4782737.5
31936,4164990.75
31937,6007135.0
31938,5516959.5
31939,5635880.0
31940,7032177.5
31941,20463804.0
31942,5282656.0
31943,6580156.5
31944,3172835.25
31945,5451461.5
31946,9745024.0
31947,9966186.0
31948,6083990.0
31949,12373149.0
31950,8979444.0
31951,5755832.0
31952,5330853.5
31953,3992174.5
31954,10412884.0
31955,4666765.5
31956,6880789.5
31957,4305665.0
31958,4364040.5
31959,9902471.0
31960,7753546.0
31961,7669321.5
31962,4921535.5
31963,5622993.5
31964,4320660.5
31965,4565500.0
31966,12950139.0
31967,13812143.0
31968,7363088.0
31969,24967406.0
31970,5207048.0
31971,3831590.5
31972,4336554.5
31973,4779716.0
31974,6706532.5
31975,3788824.0
31976,4345135.5
31977,7828805.5
31978,5583608.5
31979,4383155.5
31980,5013367.0
31981,5390513.5
31982,9029895.0
31983,7973572.0
31984,5494468.5
31985,4742875.5
31986,3993105.25
31987,5682197.5
31988,7498435.0
31989,12769556.0
31990,3689173.75
31991,7542537.0
31992,4377062.0
31993,7890105.0
31994,6558075.0
31995,8021532.0
31996,8697181.0
31997,4888509.5
31998,4335319.0
31999,4935144.0
32000,6900402.5
32001,34466952.0
32002,13624165.0
32003,7853876.0
32004,7488873.5
32005,4657829.0
32006,11332655.0
32007,9386270.0
32008,6469676.5
32009,4222018.5
32010,7064447.5
32011,5164469.0
32012,3172835.25
32013,5035588.5
32014,4953245.5
32015,8824866.0
32016,6992028.5
32017,8896053.0
32018,7251393.0
32019,5413089.5
32020,4881629.0
32021,8585930.0
32022,4425478.0
32023,3988489.5
32024,5536618.0
32025,6533576.0
32026,4953375.5
32027,6690710.0
